Week/Month,Years,HeightMaleL,HeightMaleM,HeightMaleS,HeightFemaleL,HeightFemaleM,HeightFemaleS,WeightMaleL,WeightMaleM,WeightMaleS,WeightFemaleL,WeightFemaleM,WeightFemaleS,BMIMaleL,BMIMaleM,BMIMaleS,BMIFemaleL,BMIFemaleM,BMIFemaleS,OFCMaleL,OFCMaleM,OFCMaleS,OFCFemaleL,OFCFemaleM,OFCFemaleS,Chart
,6.083,1,116.44,0.04193,1,115.83,0.04212,-0.723,20.9487,0.12757,-0.689,20.6778,0.14315,-1.644,15.499,0.08386,-1.281,15.494,0.10135,1,53.2,0.02886,1,52.207,0.02294,British1990
,6.167,1,116.94,0.04197,1,116.33,0.04217,-0.735,21.1303,0.12816,-0.695,20.871,0.14391,-1.655,15.501,0.08439,-1.286,15.506,0.102,1,53.232,0.02888,1,52.244,0.02293,British1990
,6.25,1,117.44,0.042,1,116.82,0.04222,-0.748,21.313,0.12877,-0.701,21.066,0.14468,-1.665,15.503,0.08494,-1.289,15.517,0.10266,1,53.264,0.0289,1,52.281,0.02293,British1990
,6.333,1,117.94,0.04203,1,117.31,0.04227,-0.76,21.4981,0.12939,-0.707,21.2629,0.14547,-1.675,15.507,0.08549,-1.293,15.53,0.10332,1,53.294,0.02892,1,52.318,0.02293,British1990
,6.417,1,118.43,0.04206,1,117.81,0.04232,-0.772,21.6842,0.13003,-0.712,21.4633,0.14626,-1.685,15.511,0.08606,-1.297,15.544,0.10397,1,53.325,0.02893,1,52.355,0.02293,British1990
,6.5,1,118.93,0.04209,1,118.3,0.04237,-0.785,21.872,0.13068,-0.718,21.667,0.14706,-1.694,15.516,0.08663,-1.301,15.56,0.10463,1,53.356,0.02895,1,52.391,0.02292,British1990
,6.583,1,119.42,0.04212,1,118.79,0.04241,-0.797,22.0621,0.13136,-0.723,21.8742,0.14788,-1.704,15.522,0.08722,-1.304,15.577,0.10529,1,53.387,0.02896,1,52.427,0.02292,British1990
,6.667,1,119.91,0.04216,1,119.28,0.04246,-0.81,22.2549,0.13205,-0.729,22.086,0.14872,-1.713,15.529,0.08781,-1.308,15.596,0.10595,1,53.416,0.02898,1,52.462,0.02292,British1990
,6.75,1,120.41,0.04219,1,119.77,0.0425,-0.823,22.45,0.13276,-0.734,22.302,0.14958,-1.721,15.536,0.08841,-1.311,15.614,0.1066,1,53.446,0.02899,1,52.498,0.02293,British1990
,6.833,1,120.9,0.04223,1,120.26,0.04254,-0.836,22.6478,0.13349,-0.739,22.5234,0.15045,-1.73,15.545,0.08901,-1.314,15.635,0.10725,1,53.476,0.029,1,52.533,0.02293,British1990
,6.917,1,121.4,0.04227,1,120.77,0.04258,-0.849,22.848,0.13425,-0.744,22.749,0.15134,-1.738,15.554,0.08962,-1.317,15.656,0.10789,1,53.505,0.02902,1,52.568,0.02293,British1990
,7,1,121.9,0.04231,1,121.27,0.04261,-0.861,23.051,0.13502,-0.749,22.98,0.15225,-1.745,15.564,0.09023,-1.32,15.677,0.10854,1,53.534,0.02903,1,52.604,0.02293,British1990
,7.083,1,122.4,0.04236,1,121.77,0.04265,-0.874,23.2576,0.13581,-0.754,23.2141,0.15317,-1.753,15.575,0.09084,-1.323,15.7,0.10918,1,53.563,0.02904,1,52.638,0.02294,British1990
,7.167,1,122.9,0.0424,1,122.28,0.04268,-0.887,23.4657,0.13662,-0.758,23.4517,0.15409,-1.76,15.587,0.09145,-1.325,15.723,0.10981,1,53.591,0.02905,1,52.673,0.02294,British1990
,7.25,1,123.4,0.04245,1,122.79,0.04271,-0.9,23.676,0.13744,-0.762,23.691,0.155,-1.767,15.6,0.09207,-1.328,15.748,0.11044,1,53.62,0.02907,1,52.707,0.02295,British1990
,7.333,1,123.9,0.04249,1,123.31,0.04273,-0.913,23.8873,0.13827,-0.766,23.933,0.15591,-1.774,15.614,0.09268,-1.33,15.772,0.11106,1,53.649,0.02908,1,52.741,0.02296,British1990
,7.417,1,124.4,0.04254,1,123.82,0.04276,-0.925,24.1001,0.13912,-0.77,24.1756,0.15682,-1.781,15.628,0.0933,-1.332,15.798,0.11167,1,53.676,0.02909,1,52.775,0.02296,British1990
,7.5,1,124.9,0.04259,1,124.33,0.04278,-0.937,24.314,0.13998,-0.774,24.419,0.15772,-1.787,15.643,0.09391,-1.334,15.824,0.11228,1,53.704,0.0291,1,52.809,0.02297,British1990
,7.583,1,125.4,0.04263,1,124.84,0.04281,-0.949,24.5293,0.14084,-0.777,24.6625,0.1586,-1.793,15.659,0.09451,-1.336,15.85,0.11288,1,53.732,0.02911,1,52.842,0.02298,British1990
,7.667,1,125.89,0.04267,1,125.34,0.04284,-0.961,24.7467,0.14171,-0.78,24.907,0.15947,-1.798,15.675,0.09512,-1.338,15.877,0.11346,1,53.76,0.02912,1,52.876,0.02299,British1990
,7.75,1,126.39,0.04272,1,125.85,0.04287,-0.972,24.965,0.14259,-0.783,25.153,0.16033,-1.804,15.692,0.09572,-1.339,15.905,0.11404,1,53.787,0.02913,1,52.909,0.023,British1990
,7.833,1,126.87,0.04276,1,126.35,0.0429,-0.983,25.1849,0.14346,-0.785,25.398,0.16117,-1.809,15.71,0.09632,-1.341,15.934,0.11461,1,53.814,0.02914,1,52.942,0.02301,British1990
,7.917,1,127.36,0.0428,1,126.85,0.04293,-0.994,25.407,0.14434,-0.787,25.6434,0.16201,-1.814,15.729,0.09691,-1.342,15.963,0.11517,1,53.841,0.02915,1,52.975,0.02302,British1990
,8,1,127.85,0.04284,1,127.34,0.04298,-1.005,25.63,0.14522,-0.789,25.889,0.16282,-1.818,15.748,0.09749,-1.344,15.993,0.11572,1,53.867,0.02916,1,53.008,0.02303,British1990
,8.083,1,128.33,0.04289,1,127.82,0.04302,-1.015,25.855,0.14609,-0.79,26.1335,0.16363,-1.823,15.768,0.09807,-1.345,16.022,0.11625,1,53.893,0.02917,1,53.041,0.02304,British1990
,8.167,1,128.8,0.04293,1,128.3,0.04308,-1.024,26.0814,0.14696,-0.792,26.378,0.16443,-1.827,15.789,0.09864,-1.345,16.054,0.11679,1,53.92,0.02918,1,53.073,0.02305,British1990
,8.25,1,129.27,0.04297,1,128.76,0.04314,-1.034,26.308,0.14782,-0.792,26.622,0.16521,-1.83,15.81,0.0992,-1.346,16.085,0.1173,1,53.946,0.02919,1,53.106,0.02306,British1990
,8.333,1,129.74,0.04302,1,129.23,0.04321,-1.042,26.5363,0.14868,-0.793,26.8659,0.16599,-1.834,15.833,0.09976,-1.347,16.118,0.1178,1,53.972,0.0292,1,53.138,0.02308,British1990
,8.417,1,130.19,0.04307,1,129.69,0.04328,-1.051,26.7655,0.14953,-0.793,27.1105,0.16677,-1.837,15.855,0.1003,-1.347,16.15,0.1183,1,53.998,0.02921,1,53.169,0.02309,British1990
,8.5,1,130.64,0.04312,1,130.14,0.04336,-1.058,26.996,0.15038,-0.793,27.355,0.16754,-1.84,15.88,0.10084,-1.348,16.184,0.11879,1,54.024,0.02922,1,53.201,0.0231,British1990
,8.583,1,131.09,0.04318,1,130.59,0.04345,-1.065,27.2269,0.15121,-0.793,27.6011,0.16832,-1.843,15.904,0.10137,-1.348,16.218,0.11926,1,54.05,0.02923,1,53.232,0.02312,British1990
,8.667,1,131.54,0.04324,1,131.03,0.04354,-1.072,27.458,0.15204,-0.792,27.85,0.16909,-1.846,15.929,0.10189,-1.348,16.253,0.11972,1,54.076,0.02924,1,53.264,0.02313,British1990
,8.75,1,131.97,0.0433,1,131.48,0.04364,-1.078,27.69,0.15286,-0.791,28.101,0.16987,-1.848,15.955,0.1024,-1.349,16.288,0.12017,1,54.101,0.02925,1,53.295,0.02315,British1990
,8.833,1,132.41,0.04337,1,131.92,0.04375,-1.083,27.922,0.15366,-0.789,28.3567,0.17064,-1.85,15.982,0.1029,-1.349,16.324,0.1206,1,54.126,0.02926,1,53.326,0.02316,British1990
,8.917,1,132.84,0.04344,1,132.37,0.04387,-1.088,28.1557,0.15446,-0.787,28.6159,0.17141,-1.852,16.009,0.1034,-1.348,16.361,0.12103,1,54.152,0.02926,1,53.357,0.02318,British1990
,9,1,133.28,0.04351,1,132.82,0.04399,-1.092,28.39,0.15525,-0.785,28.88,0.17218,-1.854,16.037,0.10388,-1.348,16.399,0.12144,1,54.178,0.02927,1,53.387,0.0232,British1990
,9.083,1,133.71,0.04359,1,133.27,0.04412,-1.095,28.6266,0.15602,-0.782,29.1481,0.17294,-1.855,16.066,0.10435,-1.348,16.437,0.12185,1,54.203,0.02928,1,53.417,0.02321,British1990
,9.167,1,134.14,0.04367,1,133.73,0.04426,-1.098,28.8637,0.15677,-0.779,29.4203,0.17369,-1.856,16.095,0.10482,-1.347,16.475,0.12223,1,54.229,0.02929,1,53.448,0.02323,British1990
,9.25,1,134.57,0.04376,1,134.19,0.0444,-1.101,29.103,0.15751,-0.776,29.697,0.17445,-1.857,16.125,0.10527,-1.347,16.515,0.12261,1,54.254,0.0293,1,53.477,0.02325,British1990
,9.333,1,134.99,0.04384,1,134.65,0.04455,-1.103,29.343,0.15824,-0.772,29.9771,0.1752,-1.858,16.155,0.10571,-1.346,16.555,0.12298,1,54.279,0.02931,1,53.507,0.02327,British1990
,9.417,1,135.42,0.04394,1,135.12,0.04471,-1.104,29.585,0.15895,-0.768,30.2597,0.17594,-1.858,16.187,0.10615,-1.346,16.596,0.12333,1,54.305,0.02932,1,53.537,0.02328,British1990
,9.5,1,135.84,0.04403,1,135.59,0.04487,-1.105,29.828,0.15963,-0.764,30.545,0.17668,-1.859,16.219,0.10657,-1.345,16.637,0.12367,1,54.33,0.02933,1,53.566,0.0233,British1990
,9.583,1,136.26,0.04413,1,136.06,0.04504,-1.105,30.074,0.16031,-0.758,30.8335,0.17742,-1.859,16.251,0.10698,-1.344,16.679,0.124,1,54.355,0.02933,1,53.595,0.02332,British1990
,9.667,1,136.68,0.04423,1,136.53,0.04521,-1.104,30.323,0.16096,-0.753,31.1243,0.17816,-1.859,16.284,0.10738,-1.343,16.722,0.12432,1,54.38,0.02934,1,53.624,0.02334,British1990
,9.75,1,137.1,0.04433,1,137,0.04538,-1.103,30.574,0.16161,-0.747,31.417,0.17891,-1.859,16.318,0.10777,-1.342,16.765,0.12462,1,54.406,0.02935,1,53.653,0.02336,British1990
,9.833,1,137.53,0.04444,1,137.48,0.04556,-1.102,30.829,0.16224,-0.74,31.7122,0.17967,-1.859,16.352,0.10815,-1.341,16.809,0.12492,1,54.431,0.02936,1,53.681,0.02338,British1990
,9.917,1,137.96,0.04456,1,137.95,0.04574,-1.099,31.0876,0.16286,-0.733,32.0096,0.18044,-1.858,16.387,0.10852,-1.34,16.853,0.1252,1,54.457,0.02937,1,53.71,0.0234,British1990
,10,1,138.39,0.04468,1,138.43,0.04593,-1.097,31.35,0.16347,-0.725,32.308,0.18122,-1.857,16.423,0.10888,-1.339,16.898,0.12547,1,54.482,0.02938,1,53.738,0.02342,British1990
,10.083,1,138.82,0.0448,1,138.9,0.04612,-1.093,31.615,0.16408,-0.717,32.6075,0.18201,-1.856,16.459,0.10923,-1.338,16.943,0.12573,1,54.507,0.02938,1,53.766,0.02344,British1990
,10.167,1,139.26,0.04493,1,139.38,0.0463,-1.089,31.883,0.16469,-0.708,32.9083,0.1828,-1.855,16.496,0.10957,-1.337,16.99,0.12598,1,54.533,0.02939,1,53.794,0.02346,British1990
,10.25,1,139.69,0.04506,1,139.86,0.04649,-1.085,32.152,0.16528,-0.699,33.212,0.18359,-1.854,16.533,0.1099,-1.336,17.036,0.12622,1,54.558,0.0294,1,53.821,0.02348,British1990
,10.333,1,140.12,0.0452,1,140.33,0.04667,-1.08,32.4224,0.16588,-0.69,33.5147,0.18437,-1.853,16.57,0.11022,-1.334,17.083,0.12644,1,54.584,0.02941,1,53.848,0.0235,British1990
,10.417,1,140.54,0.04534,1,140.81,0.04685,-1.074,32.6934,0.16648,-0.68,33.8213,0.18514,-1.851,16.609,0.11054,-1.333,17.131,0.12666,1,54.61,0.02942,1,53.875,0.02352,British1990
,10.5,1,140.96,0.04548,1,141.28,0.04702,-1.068,32.964,0.16707,-0.669,34.129,0.18588,-1.85,16.648,0.11084,-1.332,17.179,0.12687,1,54.635,0.02943,1,53.902,0.02354,British1990
,10.583,1,141.37,0.04562,1,141.76,0.04719,-1.061,33.234,0.16766,-0.658,34.4393,0.1866,-1.848,16.687,0.11114,-1.33,17.227,0.12706,1,54.661,0.02943,1,53.929,0.02356,British1990
,10.667,1,141.78,0.04577,1,142.23,0.04734,-1.053,33.5036,0.16825,-0.647,34.7518,0.18729,-1.846,16.727,0.11143,-1.329,17.277,0.12725,1,54.687,0.02944,1,53.955,0.02358,British1990
,10.75,1,142.18,0.04592,1,142.71,0.04749,-1.045,33.774,0.16884,-0.635,35.068,0.18794,-1.844,16.768,0.1117,-1.327,17.327,0.12742,1,54.713,0.02945,1,53.982,0.0236,British1990
,10.833,1,142.58,0.04607,1,143.18,0.04762,-1.037,34.0437,0.16943,-0.623,35.3845,0.18855,-1.842,16.808,0.11197,-1.326,17.377,0.12759,1,54.74,0.02946,1,54.007,0.02362,British1990
,10.917,1,142.98,0.04623,1,143.65,0.04774,-1.027,34.3143,0.17001,-0.61,35.7048,0.18911,-1.839,16.85,0.11223,-1.324,17.427,0.12774,1,54.766,0.02946,1,54.033,0.02364,British1990
,11,1,143.37,0.04638,1,144.12,0.04785,-1.018,34.585,0.1706,-0.597,36.03,0.18961,-1.837,16.892,0.11249,-1.322,17.478,0.12789,1,54.793,0.02947,1,54.06,0.02366,British1990
,11.083,1,143.77,0.04654,1,144.59,0.04793,-1.007,34.8568,0.17119,-0.584,36.3582,0.19004,-1.834,16.935,0.11273,-1.321,17.53,0.12803,1,54.82,0.02948,1,54.085,0.02369,British1990
,11.167,1,144.16,0.0467,1,145.06,0.048,-0.996,35.1298,0.17176,-0.57,36.6911,0.1904,-1.831,16.977,0.11296,-1.319,17.581,0.12816,1,54.846,0.02949,1,54.11,0.02371,British1990
,11.25,1,144.55,0.04687,1,145.53,0.04805,-0.985,35.405,0.17233,-0.556,37.029,0.19066,-1.829,17.02,0.11319,-1.318,17.634,0.12827,1,54.874,0.02949,1,54.135,0.02373,British1990
,11.333,1,144.95,0.04704,1,146,0.04808,-0.973,35.6823,0.17289,-0.541,37.3731,0.19082,-1.826,17.065,0.11341,-1.316,17.687,0.12838,1,54.902,0.0295,1,54.16,0.02375,British1990
,11.417,1,145.34,0.04721,1,146.47,0.04809,-0.96,35.9633,0.17343,-0.526,37.7197,0.19089,-1.823,17.108,0.11362,-1.314,17.739,0.12849,1,54.929,0.02951,1,54.185,0.02377,British1990
,11.5,1,145.75,0.04738,1,146.93,0.04808,-0.947,36.25,0.17397,-0.511,38.074,0.19084,-1.819,17.154,0.11382,-1.312,17.793,0.12858,1,54.956,0.02952,1,54.21,0.02379,British1990
,11.583,1,146.16,0.04755,1,147.4,0.04805,-0.933,36.5432,0.17449,-0.496,38.4331,0.19067,-1.816,17.199,0.11402,-1.311,17.846,0.12866,1,54.984,0.02952,1,54.235,0.02381,British1990
,11.667,1,146.58,0.04774,1,147.87,0.04799,-0.918,36.8423,0.175,-0.48,38.7977,0.19039,-1.813,17.244,0.1142,-1.309,17.9,0.12875,1,55.012,0.02953,1,54.259,0.02384,British1990
,11.75,1,147.02,0.04792,1,148.34,0.04792,-0.903,37.149,0.1755,-0.465,39.168,0.19,-1.809,17.291,0.11438,-1.307,17.954,0.12882,1,55.04,0.02954,1,54.283,0.02386,British1990
,11.833,1,147.46,0.0481,1,148.82,0.04782,-0.887,37.4638,0.17599,-0.449,39.5443,0.1895,-1.806,17.338,0.11456,-1.306,18.008,0.12888,1,55.069,0.02955,1,54.307,0.02388,British1990
,11.917,1,147.91,0.04829,1,149.28,0.0477,-0.87,37.7877,0.17647,-0.434,39.9272,0.18891,-1.802,17.386,0.11472,-1.304,18.062,0.12894,1,55.098,0.02955,1,54.331,0.0239,British1990
,12,1,148.36,0.04848,1,149.76,0.04755,-0.852,38.122,0.17692,-0.418,40.316,0.18821,-1.799,17.433,0.11488,-1.302,18.117,0.12899,1,55.126,0.02956,1,54.355,0.02392,British1990
,12.083,1,148.83,0.04868,1,150.24,0.04739,-0.834,38.4653,0.17736,-0.403,40.7118,0.18743,-1.795,17.481,0.11503,-1.3,18.172,0.12903,1,55.155,0.02957,1,54.378,0.02394,British1990
,12.167,1,149.31,0.04887,1,150.71,0.04721,-0.816,38.8201,0.17778,-0.388,41.1136,0.18656,-1.791,17.53,0.11517,-1.299,18.227,0.12907,1,55.184,0.02957,1,54.401,0.02396,British1990
,12.25,1,149.81,0.04906,1,151.18,0.04701,-0.796,39.185,0.1782,-0.374,41.5218,0.18563,-1.787,17.579,0.11532,-1.297,18.281,0.1291,1,55.214,0.02958,1,54.424,0.02398,British1990
,12.333,1,150.31,0.04926,1,151.66,0.0468,-0.776,39.5619,0.1786,-0.36,41.9359,0.18462,-1.783,17.629,0.11545,-1.295,18.337,0.12913,1,55.243,0.02959,1,54.447,0.024,British1990
,12.417,1,150.83,0.04945,1,152.13,0.04657,-0.755,39.9494,0.179,-0.347,42.3549,0.18355,-1.78,17.679,0.11558,-1.293,18.391,0.12915,1,55.272,0.02959,1,54.47,0.02403,British1990
,12.5,1,151.35,0.04964,1,152.6,0.04632,-0.734,40.348,0.17938,-0.335,42.7779,0.18243,-1.776,17.729,0.1157,-1.291,18.446,0.12917,1,55.302,0.0296,1,54.492,0.02405,British1990
,12.583,1,151.89,0.04983,1,153.06,0.04606,-0.712,40.7577,0.17978,-0.324,43.2045,0.18128,-1.771,17.779,0.11581,-1.29,18.5,0.12918,1,55.332,0.02961,1,54.515,0.02407,British1990
,12.667,1,152.44,0.05001,1,153.52,0.04579,-0.69,41.1778,0.18017,-0.313,43.6328,0.18009,-1.767,17.83,0.11592,-1.288,18.555,0.12918,1,55.362,0.02961,1,54.537,0.02409,British1990
,12.75,1,153,0.05019,1,153.96,0.04551,-0.668,41.609,0.18057,-0.304,44.0635,0.17887,-1.763,17.881,0.11603,-1.286,18.61,0.12919,1,55.392,0.02962,1,54.559,0.02411,British1990
,12.833,1,153.58,0.05037,1,154.41,0.04522,-0.645,42.0509,0.18095,-0.295,44.4952,0.17764,-1.759,17.933,0.11613,-1.284,18.664,0.12919,1,55.422,0.02963,1,54.581,0.02413,British1990
,12.917,1,154.17,0.05053,1,154.85,0.04492,-0.622,42.5052,0.18135,-0.288,44.9259,0.17641,-1.755,17.985,0.11622,-1.283,18.718,0.12918,1,55.453,0.02963,1,54.603,0.02415,British1990
,13,1,154.77,0.05068,1,155.28,0.04462,-0.599,42.97,0.18173,-0.281,45.3568,0.17518,-1.75,18.037,0.11631,-1.281,18.772,0.12917,1,55.484,0.02964,1,54.624,0.02417,British1990
,13.083,1,155.38,0.05083,1,155.7,0.04431,-0.575,43.4457,0.1821,-0.276,45.7863,0.17395,-1.746,18.089,0.11639,-1.279,18.825,0.12916,1,55.514,0.02964,1,54.646,0.02419,British1990
,13.167,1,156,0.05095,1,156.11,0.044,-0.552,43.932,0.18245,-0.271,46.2121,0.17275,-1.742,18.142,0.11647,-1.277,18.88,0.12914,1,55.546,0.02965,1,54.667,0.02421,British1990
,13.25,1,156.63,0.05107,1,156.52,0.04369,-0.53,44.428,0.18278,-0.268,46.6333,0.17156,-1.738,18.194,0.11655,-1.276,18.932,0.12913,1,55.576,0.02966,1,54.688,0.02423,British1990
,13.333,1,157.27,0.05116,1,156.91,0.04338,-0.507,44.9328,0.18307,-0.266,47.0457,0.1704,-1.733,18.247,0.11662,-1.274,18.985,0.1291,1,55.608,0.02966,1,54.71,0.02425,British1990
,13.417,1,157.91,0.05123,1,157.28,0.04307,-0.485,45.4445,0.18334,-0.265,47.4516,0.16924,-1.729,18.3,0.11668,-1.272,19.038,0.12908,1,55.639,0.02967,1,54.731,0.02427,British1990
,13.5,1,158.55,0.05129,1,157.65,0.04276,-0.463,45.963,0.18359,-0.265,47.8494,0.16809,-1.724,18.354,0.11674,-1.271,19.09,0.12905,1,55.67,0.02967,1,54.751,0.02429,British1990
,13.583,1,159.2,0.05132,1,158,0.04245,-0.442,46.4868,0.1838,-0.266,48.2413,0.16693,-1.72,18.407,0.1168,-1.269,19.142,0.12902,1,55.701,0.02968,1,54.772,0.02431,British1990
,13.667,1,159.84,0.05133,1,158.35,0.04215,-0.422,47.0153,0.18397,-0.267,48.6218,0.16579,-1.715,18.46,0.11685,-1.267,19.194,0.12899,1,55.732,0.02969,1,54.793,0.02433,British1990
,13.75,1,160.47,0.05131,1,158.69,0.04185,-0.403,47.547,0.18411,-0.27,48.993,0.16465,-1.711,18.514,0.1169,-1.266,19.244,0.12895,1,55.764,0.02969,1,54.813,0.02435,British1990
,13.833,1,161.11,0.05126,1,159.01,0.04156,-0.384,48.081,0.18421,-0.274,49.3568,0.1635,-1.707,18.567,0.11695,-1.264,19.295,0.12892,1,55.795,0.0297,1,54.833,0.02437,British1990
,13.917,1,161.74,0.0512,1,159.31,0.04127,-0.367,48.6173,0.18427,-0.278,49.7081,0.16237,-1.702,18.621,0.11699,-1.262,19.345,0.12888,1,55.827,0.0297,1,54.853,0.02439,British1990
,14,1,162.36,0.0511,1,159.61,0.041,-0.351,49.154,0.18428,-0.284,50.052,0.16124,-1.697,18.675,0.11703,-1.261,19.395,0.12884,1,55.858,0.02971,1,54.873,0.02441,British1990
,14.083,1,162.97,0.05098,1,159.89,0.04073,-0.336,49.6907,0.18425,-0.289,50.3846,0.16014,-1.693,18.729,0.11706,-1.259,19.445,0.12879,1,55.889,0.02971,1,54.894,0.02442,British1990
,14.167,1,163.58,0.05083,1,160.16,0.04046,-0.322,50.2259,0.18415,-0.296,50.7117,0.15904,-1.689,18.783,0.1171,-1.258,19.493,0.12875,1,55.921,0.02972,1,54.913,0.02444,British1990
,14.25,1,164.17,0.05065,1,160.42,0.04021,-0.31,50.76,0.18399,-0.303,51.024,0.15798,-1.684,18.836,0.11712,-1.256,19.542,0.1287,1,55.953,0.02972,1,54.933,0.02446,British1990
,14.333,1,164.75,0.05045,1,160.67,0.03997,-0.299,51.2915,0.18376,-0.31,51.3267,0.15695,-1.68,18.89,0.11715,-1.254,19.589,0.12866,1,55.983,0.02973,1,54.953,0.02448,British1990
,14.417,1,165.33,0.05023,1,160.9,0.03974,-0.289,51.8192,0.18346,-0.318,51.621,0.15595,-1.675,18.944,0.11717,-1.253,19.637,0.12861,1,56.014,0.02973,1,54.972,0.0245,British1990
,14.5,1,165.88,0.04998,1,161.12,0.03952,-0.281,52.343,0.18309,-0.326,51.903,0.15499,-1.671,18.997,0.11719,-1.251,19.684,0.12856,1,56.046,0.02974,1,54.992,0.02452,British1990
,14.583,1,166.43,0.04971,1,161.32,0.03931,-0.275,52.8618,0.18263,-0.335,52.176,0.15406,-1.666,19.051,0.11721,-1.25,19.73,0.12851,1,56.077,0.02974,1,55.011,0.02454,British1990
,14.667,1,166.96,0.04942,1,161.52,0.0391,-0.269,53.375,0.18209,-0.343,52.4404,0.15316,-1.661,19.104,0.11722,-1.248,19.776,0.12846,1,56.108,0.02975,1,55.03,0.02455,British1990
,14.75,1,167.48,0.04912,1,161.71,0.03892,-0.266,53.883,0.18146,-0.352,52.693,0.15232,-1.657,19.158,0.11723,-1.247,19.822,0.1284,1,56.139,0.02975,1,55.049,0.02457,British1990
,14.833,1,167.98,0.04879,1,161.88,0.03874,-0.263,54.385,0.18075,-0.361,52.9367,0.15152,-1.652,19.211,0.11724,-1.245,19.866,0.12835,1,56.17,0.02976,1,55.068,0.02459,British1990
,14.917,1,168.47,0.04846,1,162.03,0.03858,-0.263,54.8807,0.17995,-0.369,53.1707,0.15075,-1.648,19.264,0.11724,-1.244,19.911,0.1283,1,56.201,0.02976,1,55.087,0.02461,British1990
,15,1,168.94,0.04811,1,162.18,0.03842,-0.263,55.369,0.17908,-0.378,53.3947,0.15005,-1.643,19.317,0.11725,-1.242,19.955,0.12824,1,56.232,0.02977,1,55.106,0.02462,British1990
,15.083,1,169.4,0.04776,1,162.32,0.03828,-0.265,55.851,0.17813,-0.386,53.6118,0.14938,-1.639,19.37,0.11725,-1.241,19.998,0.12819,1,56.262,0.02977,1,55.124,0.02464,British1990
,15.167,1,169.84,0.0474,1,162.44,0.03815,-0.268,56.3242,0.1771,-0.395,53.8203,0.14875,-1.635,19.423,0.11725,-1.239,20.041,0.12813,1,56.293,0.02978,1,55.142,0.02466,British1990
,15.25,1,170.26,0.04703,1,162.56,0.03803,-0.272,56.7897,0.176,-0.403,54.022,0.14817,-1.63,19.475,0.11724,-1.238,20.083,0.12807,1,56.324,0.02978,1,55.161,0.02468,British1990
,15.333,1,170.67,0.04666,1,162.66,0.03792,-0.278,57.2474,0.17482,-0.412,54.2157,0.14763,-1.626,19.528,0.11724,-1.236,20.124,0.12802,1,56.354,0.02979,1,55.179,0.0247,British1990
,15.417,1,171.06,0.0463,1,162.76,0.03782,-0.284,57.6966,0.17357,-0.42,54.4033,0.14713,-1.621,19.579,0.11723,-1.235,20.166,0.12796,1,56.384,0.02979,1,55.197,0.02471,British1990
,15.5,1,171.43,0.04594,1,162.85,0.03772,-0.292,58.138,0.17226,-0.428,54.5842,0.14668,-1.617,19.632,0.11722,-1.233,20.206,0.1279,1,56.414,0.0298,1,55.215,0.02473,British1990
,15.583,1,171.79,0.04558,1,162.92,0.03764,-0.3,58.5697,0.17087,-0.436,54.7587,0.14625,-1.612,19.683,0.11721,-1.232,20.246,0.12785,1,56.444,0.0298,1,55.234,0.02475,British1990
,15.667,1,172.14,0.04522,1,163,0.03756,-0.309,58.9933,0.16944,-0.443,54.9271,0.14587,-1.608,19.735,0.11719,-1.231,20.285,0.12779,1,56.474,0.0298,1,55.251,0.02476,British1990
,15.75,1,172.48,0.04488,1,163.06,0.03749,-0.319,59.4074,0.16797,-0.451,55.0889,0.14551,-1.603,19.786,0.11718,-1.229,20.324,0.12773,1,56.503,0.02981,1,55.269,0.02478,British1990
,15.833,1,172.79,0.04454,1,163.12,0.03743,-0.33,59.8116,0.16645,-0.458,55.244,0.14518,-1.599,19.837,0.11716,-1.228,20.363,0.12768,1,56.533,0.02981,1,55.286,0.0248,British1990
,15.917,1,173.1,0.04421,1,163.18,0.03737,-0.341,60.2047,0.16491,-0.465,55.3943,0.14487,-1.595,19.887,0.11714,-1.226,20.401,0.12762,1,56.562,0.02982,1,55.304,0.02481,British1990
,16,1,173.39,0.04389,1,163.22,0.03732,-0.352,60.588,0.16336,-0.472,55.538,0.14459,-1.59,19.938,0.11712,-1.225,20.438,0.12757,1,56.591,0.02982,1,55.321,0.02483,British1990
,16.083,1,173.66,0.04358,1,163.27,0.03728,-0.364,60.9597,0.1618,-0.479,55.6765,0.14433,-1.586,19.988,0.1171,-1.224,20.475,0.12751,1,56.621,0.02983,1,55.339,0.02485,British1990
,16.167,1,173.93,0.04328,1,163.3,0.03723,-0.376,61.3195,0.16025,-0.485,55.8086,0.14409,-1.582,20.038,0.11708,-1.222,20.511,0.12745,1,56.65,0.02983,1,55.355,0.02486,British1990
,16.25,1,174.18,0.043,1,163.34,0.0372,-0.387,61.668,0.15872,-0.491,55.9355,0.14387,-1.577,20.087,0.11706,-1.221,20.547,0.1274,1,56.679,0.02984,1,55.373,0.02488,British1990
,16.333,1,174.42,0.04273,1,163.37,0.03716,-0.399,62.0053,0.15722,-0.497,56.0561,0.14366,-1.573,20.137,0.11703,-1.22,20.582,0.12734,1,56.707,0.02984,1,55.39,0.02489,British1990
,16.417,1,174.64,0.04246,1,163.4,0.03713,-0.411,62.3324,0.15576,-0.503,56.1713,0.14347,-1.569,20.186,0.117,-1.218,20.617,0.12729,1,56.736,0.02984,1,55.406,0.02491,British1990
